SMILES,Bi Basic,Bi Acidic,Bioavailability
CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,1,0,1.0
CN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,1,0,1.0
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,1,0,1.0
CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2,1,0,1.0
CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,1,0,1.0
CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,1,0,1.0
CN1CCN(CC1)C2=Nc3ccccc3Sc4ccc(Cl)cc24,1,0,1.0
CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,1,1,1.0
CN1CCN(CC1)Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3,1,1,1.0
CN1CCN(CC1)c2cc(c(cn2)N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4C,1,0,0.0
CN1CCN(CCCCN2C(=O)CN(/N=C/c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,1,0,1.0
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1,0,1.0
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,1,0,1.0
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,1,0,1.0
CN1CCN2C(C1)c3ccccc3Cc4cccnc24,1,0,1.0
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4ccc(C)cc34,1,0,1.0
CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,1,1,1.0
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,1,1,1.0
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,1,1,1.0
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,1,0,1.0
CN1CC[C@]23[C@H]4Oc5c(OCc6ccccc6)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,1,1,1.0
CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]4OC(=O)c5c6OCOc6ccc45,1,0,1.0
CN1N(C(=O)C=C1C)c2ccccc2,1,0,1.0
CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O,1,1,1.0
CN1N=C2CCN(C[C@@]2(Cc3ccccc3)C1=O)C(=O)[C@@H](COCc4ccccc4)NC(=O)C(C)(C)N,1,1,1.0
CN1N=Nc2n(cnc2C(N)=O)C1=O,1,1,1.0
CN1[C@@H]2CC[C@@H]1CC(C2)OC(c3ccccc3)c4ccccc4,1,0,1.0
CN=C(NCCSCc1nc[nH]c1C)NC#N,1,1,1.0
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,1,0,1.0
CNC(=O)N(N(CCCl)[S](C)(=O)=O)[S](C)(=O)=O,1,1,1.0
CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,1,1,1.0
CNC(=O)[C@@H](C)[C@@H]1N([C@@H]2CC[C@H](O)[C@H](C)O2)C(=C(C(=O)/C=C/C(C)=C/[C@@H](C)[C@@H]3O[C@]4(C)O[C@@H](C=C[C@]45CO5)[C@@H]3C)C1=O)O,1,1,1.0
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc23,1,1,1.0
CNC(=O)c1c(I)c(N(C)C(C)=O)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(O)=O)c(I)c(C(=O)NCCO)c2I)c1I,1,1,0.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,1,1,1.0
CNC(=O)c1cnn(c1)c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2,1,1,1.0
CNC(=S)NCCSCc1nc[nH]c1C,1,1,1.0
CNC(C)(C)Cc1ccccc1,1,0,1.0
CNC(C)CC1CCCCC1,1,0,1.0
CNC(NCc1ccccc1)=NC,1,0,1.0
CNC1(C)C2CCC(C2)C1(C)C,1,0,1.0
CNC1(CCCCC1=O)c2ccccc2Cl,1,0,1.0
CNC1C(O)C(OCC1(C)O)OC2C(O)C(OC3OC(CN)C(O)C(O)C3O)C(N)CC2NC(=O)C(O)CN,1,1,0.0
CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,1,0,1.0
CNCC(O)c1ccc(O)c(O)c1,1,1,
CNCC(O)c1ccc(O)cc1,1,1,1.0
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1,1,1.0
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1,0,1.0
CNCCC=C1c2ccccc2CCc3ccccc13,1,0,1.0
CNCCCC12CCC(c3ccccc13)c4ccccc24,1,0,1.0
CNCCCC1c2ccccc2C=Cc3ccccc13,1,0,1.0
CNCCCN1c2ccccc2CCc3ccccc13,1,0,1.0
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,1,0,1.0
CNCCc1ccccn1,1,0,1.0
CNC[C@H](O)c1ccc(O)c(O)c1,1,1,1.0
CNC[C@H](O)c1cccc(O)c1,1,1,1.0
CNNCc1ccc(cc1)C(=O)NC(C)C,1,1,1.0
CN[C@@H](C)Cc1ccccc1,1,0,1.0
CN[C@@H](C)[C@@H](O)c1ccccc1,1,1,1.0
CN[C@@H](C)[C@H](O)c1ccccc1,1,1,1.0
CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(N)=O,1,1,1.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,1,1,1.0
CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O,1,1,0.0
CN[C@@]1(CCCCC1=O)c2ccccc2Cl,1,0,1.0
CN[C@H](C)Cc1ccccc1,1,0,1.0
CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,1,1,0.0
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@@H](NC7=O)C(O)=O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2,1,1,0.0
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,1,1,0.0
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)CO)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N,1,1,0.0
CN[S]#CNCO,1,1,1.0
CN[S](=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1,1,1.0
CN[S](=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1,1,1.0
CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)C)/c3csc(N)n3,1,1,1.0
COC(=O)C(C1CCCCN1)c2ccccc2,1,0,1.0
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O,1,1,1.0
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OCCN(C)Cc3ccccc3)C,1,0,1.0
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)O[C@@H]3CCCN(C3)Cc4ccccc4)C,1,0,1.0
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)O[C@H]3CCN(C3)Cc4ccccc4)C,1,0,1.0
COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,1,0,1.0
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OC)C,1,0,1.0
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OCC(C)=O)C,1,0,1.0
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OCC(C)C)C,1,0,1.0
COC(=O)C1=C(NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OC(C)C)C)C#N,1,0,1.0
COC(=O)C1=CCCN(C)C1,1,0,1.0
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,1,1,0.0
COC(=O)Nc1[nH]c2cc(Sc3ccccc3)ccc2n1,1,1,1.0
COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)C3CC3,1,1,1.0
COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccc(F)cc3,1,1,1.0
COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3,1,1,1.0
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,1,1,1.0
COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,1,0,1.0
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccccc2,1,0,1.0
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]34O[C@@H]3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14,0,0,1.0
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,1,1,1.0
COC(=O)c1ccc(O)cc1,0,1,1.0
COC(=O)c1ccccc1C(=O)OC,0,0,1.0
COC(=O)c1ccccc1O,0,1,1.0
COC(=O)c1cccnc1,1,0,1.0
COC(C(Oc1nc(C)cc(C)n1)C(O)=O)(c2ccccc2)c3ccccc3,1,1,1.0
COC(F)(F)C(Cl)Cl,0,0,1.0
COC12C=CC3(CC1C(C)(C)O)[C@@H]4Cc5ccc(O)c6O[C@H]2[C@@]3(CCN4CC7CC7)c56,1,1,1.0
COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCCO,0,1,1.0
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,1,1,1.0
COC1CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,0,0,1.0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(c1I)C(=O)N(C)CC(O)CO,1,1,0.0
COCC(=O)O[C@]1(CCN(C)CCCc2[nH]c3ccccc3n2)CCc4cc(F)ccc4[C@@H]1C(C)C,1,1,0.0
COCCCN1CCC(CC1)NC(=O)c2cc(Cl)c(N)c3CCOc23,1,1,1.0
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC,1,1,0.0
COCCCOc1ccnc(C[S](=O)c2[nH]c3ccccc3n2)c1C,1,1,1.0
COCCO,0,1,1.0
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OC(C)C)C,1,0,1.0
COCCOCCOCCOC,0,0,1.0
COCCOCCOCCOCCOC,0,0,1.0
COCCOc1cnc(N[S](=O)(=O)c2ccccc2)nc1,1,1,1.0
COCCc1ccc(OCC(O)CNC(C)C)cc1,1,1,1.0
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1,1,1.0
COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@@]5(C)[C@H]4CCC5=O)OC(C)=O)[C@]1(C)c23,0,0,1.0
COCc1c(ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12)C(=O)OC(C)C,1,1,1.0
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6ccccc6,1,1,0.0
CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,0,1,0.0
CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@@H](O2)[C@@H](C)C(O)=O)O[C@]3(O[C@@](C)(C[C@H]3C)[C@H]4CC[C@](C)(O4)[C@@H]5O[C@H](C[C@@H]5C)[C@H]6O[C@@](O)(CO)[C@H](C)C[C@@H]6C)[C@@H]1C,0,1,0.0
CO[C@@]12[C@H](COC(N)=O)C3=C(N1C[C@@H]4N[C@H]24)C(=O)C(=C(N)C3=O)C,1,1,1.0
CO[C@H]1CNCC[C@H]1NC(=O)c2cc(Cl)c(N)cc2OC,1,1,1.0
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C,1,0,0.0
CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]3CCc4cc(O)ccc4[C@@H]13,0,1,1.0
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0,0,1.0
CO[C@H]1[C@@H](CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)OC(C)=O,1,1,0.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,1,1,1.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,1,1,1.0
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C,1,1,1.0
CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,1,1,1.0
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,0,0,1.0
COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(O)=O,1,1,1.0
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(O)=O,1,1,1.0
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc3CCC(NC(C)=O)C4=CC(=O)C(=CC=C4c3c1OC)SC,1,1,1.0
COc1c2ccoc2cc3OC(=O)C=Cc13,0,0,1.0
COc1c2occc2cc3C=CC(=O)Oc13,0,0,1.0
COc1cc(C)nc(n1)n2nc(C)cc2OC,1,0,1.0
COc1cc(CC=C)ccc1O,0,1,1.0
COc1cc(CCC(C)=O)ccc1O,0,1,1.0
COc1cc(Cc2cnc(N)nc2N)c3C=CC(Oc3c1OC)C4CC4,1,0,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1,0,1.0
COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CC2)Cc3ccccc3,1,1,1.0
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1c4ocnc4,1,1,1.0
COc1cc(NC(C)CCCN)c2ncccc2c1,1,0,1.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1,0,1.0
COc1cc(N[S](=O)(=O)c2ccc(N)cc2)nc(OC)n1,1,1,1.0
COc1cc(N[S](C)(=O)=O)ccc1Nc2c3ccccc3nc4ccccc24,1,1,1.0
COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,1,0,1.0
COc1cc(O)c(cc1OC)C(=O)Nc2scc(n2)C(=O)NCCN(C(C)C)C(C)C,1,1,1.0
COc1cc(cc(OC)c1OC)C(=O)NC2CCCNC2,1,1,1.0
COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2,1,1,1.0
COc1cc(cc(OC)c1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2,1,0,0.0
COc1cc(cc(OC)c1OC)C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2,1,0,0.0
COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,0,1,1.0
COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,0,1,1.0
COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)N[S](=O)(=O)c5ccccc5C,1,1,0.0
COc1cc(ccc1O)C2Oc3cc(ccc3OC2CO)C4Oc5cc(O)cc(O)c5C(=O)C4O,0,1,1.0
COc1cc(ccc1OCCCN2CCC(CC2)c3noc4cc(F)ccc34)C(C)=O,1,0,1.0
COc1cc2CC(CC3CCN(CC3)Cc4ccccc4)C(=O)c2cc1OC,1,0,1.0
COc1cc2CCN(CCCN(C)C[C@H]3Cc4cc(OC)c(OC)cc34)C(=O)Cc2cc1OC,1,0,1.0
COc1cc2CCN3CC(CC(C)C)C(=O)CC3c2cc1OC,1,0,1.0
COc1cc2CC[C@H](NC(C)=O)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)O,1,1,1.0
COc1cc2C[C@H](N(Cc2cc1OC)C(=O)[C@H](C)N[C@@H](CCc3ccccc3)C(O)=O)C(O)=O,1,1,1.0
COc1cc2[nH]c(C)c(CCN3CCN(CC3)c4ccccc4)c2cc1OC,1,1,1.0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,1,0,1.0
COc1cc2c(cc1OCCCN3CCCCC3)ncnc2N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,1,1,1.0
COc1cc2n[nH]nc2cc1C(=O)NCC3CCCN3CC=C,1,1,1.0
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,1,0,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,1,0,1.0
COc1ccc(/C=C/C(=O)Nc2ccccc2C(O)=O)cc1OC,1,1,1.0
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,1,1,1.0
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC,1,0,1.0
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1,0,0.0
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,1,0,1.0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1,0,1.0
COc1ccc(CN2CCN(CC2)C(c3ccc(F)cc3)c4ccc(F)cc4)c(OC)c1OC,1,0,1.0
COc1ccc(CN2CCNCC2)c(OC)c1OC,1,0,1.0
COc1ccc(CNc2nc(ncc2C(=O)NCc3ncccn3)N4CCC[C@H]4CO)cc1Cl,1,1,1.0
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,1,1,1.0
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1,0,1.0
COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCCCC3,1,1,1.0
COc1ccc(O)cc1,0,1,1.0
COc1ccc(OC)c(c1)C(O)C(C)N,1,1,1.0
COc1ccc(OC)c(c1)C(O)CNC(=O)CN,1,1,1.0
COc1ccc(c(O)c1)C(=O)c2ccccc2,0,1,1.0
COc1ccc(c(O)c1)C(=O)c2ccccc2O,0,1,1.0
COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C,0,1,1.0
COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C,1,1,1.0
COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,1,1,1.0
COc1ccc(cc1)C(Cl)=C(c2ccc(OC)cc2)c3ccc(OC)cc3,0,0,1.0
COc1ccc(cc1)C(O)=O,0,1,1.0
COc1ccc(cc1)C2=CC(=S)SS2,0,0,1.0
COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,0,1,1.0
COc1ccc(cc1)C2C(=O)c3ccccc3C2=O,0,1,1.0
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O,1,0,1.0
COc1ccc(cc1)c2[nH]c3cc(ccc3n2)C4=NNC(=O)CC4C,1,1,1.0
COc1ccc(cc1)n2nc(C(N)=O)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O,1,1,1.0
COc1ccc(cc1C(=O)NCc2cccnc2)C(=O)NCc3cccnc3,1,1,1.0
COc1ccc(cc1C23CC4CC(CC(C4)C2)C3)c5ccc6cc(ccc6c5)C(O)=O,0,1,1.0
COc1ccc(cc1F)c2cc(nn2c3ccc(cc3)[S](N)(=O)=O)C(F)F,1,1,1.0
COc1ccc(cc1F)c2n(cnc2Cl)c3ccc(cc3)[S](N)(=O)=O,1,1,1.0
COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,0,1,1.0
COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,0,1,0.0
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,0,1,1.0
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,0,1,0.0
COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4NC(=O)CCc4c3,1,1,1.0
COc1ccc(cc1OC)C(=O)NCc2ccc(OCCN(C)C)cc2,1,1,1.0
COc1ccc(cc1OC2CCCC2)C(=O)Nc3c(Cl)cncc3Cl,1,1,1.0
COc1ccc(cc1OC2CCCC2)C3(CCC(CC3)C(O)=O)C#N,0,1,1.0
COc1ccc2C(=O)C(=C(Oc2c1CN(C)C)c3ccccc3)C,1,0,1.0
COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,1,1,1.0
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,1,1,1.0
COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,1,0,1.0
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,1,1,1.0
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,1,1,1.0
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,1,0,1.0
COc1ccc2NC(=S)[C@H](CSC)N(C(=O)OC(C)C)c2c1,1,1,1.0
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,1,0,1.0
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,1,0,1.0
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,0,1,1.0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1,1,1.0
COc1ccc2c([nH]c3c(C)nccc23)c1,1,1,1.0
COc1ccc2c(c1)C(=O)N(CCc3ccc(cc3)[S](=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C,1,1,1.0
COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,1,1,1.0
COc1ccc2cc(CCC(C)=O)ccc2c1,0,0,1.0
COc1ccc2cc(ccc2c1)C(C)C(O)=O,0,1,1.0
COc1ccc2cccc(CCNC(C)=O)c2c1,1,1,1.0
COc1ccc2n(c(C)c(CC(=O)NO)c2c1)C(=O)c3ccc(Cl)cc3,0,1,1.0
COc1ccc2n(c(C)c(CC(=O)OCC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,0,1,1.0
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,0,1,1.0
COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C,1,1,1.0
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1,1,1.0
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(O)=O)c1,1,1,1.0
COc1cccc(c1)C(N)=O,1,1,1.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,1,1,0.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,1,1,0.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,1,1,0.0
